tag,issue_date,code,description,fine_amount,issue_time,proximity,address,proximity_optional,address_optional,province
***34246,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:06,NR,20 UNIVERSITY AVE,,,ON
***23253,2022-11-22,415,PARK COMMERC LOAD ZONE NOT LDG,40,12:07,NR,24 BELLAIR ST,,,ON
***79573,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:07,AT,320 DIXON RD,,,ON
***91983,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:07,NR,80 GROSVENOR ST,,,ON
***13447,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:07,NR,26 LOMBARD ST,,,ON
***34247,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:07,NR,20 UNIVERSITY AVE,,,ON
***38304,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:07,NR,335 DANFORTH AVE,,,ON
***55258,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:08,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***41468,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:08,NR,1700 BLOOR ST W,,,ON
***71278,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:08,OPP,119 CHURCH ST,,,ON
***82966,2022-11-22,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,12:08,NR,500 UNIVERSITY AVE,,,ON
***17883,2022-11-22,8,STAND VEH.-PROHIBIT TIME/DAY,100,12:08,NR,88 COLBORNE ST,,,ON
***44542,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:09,AT,1612 DANFORTH AVENUE,,,ON
***54686,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:09,AT,1880 AVENUE RD.,,,ON
***55259,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:09,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***04313,2022-11-22,16,PARK-WITHIN 9M INTERSECT ROAD,50,12:09,NR,260 KING ST E,,,ON
***08179,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:09,OPP,325 KING ST E,,,ON
***54321,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:09,NR,35 RUSKIN AVE,,,ON
***80073,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:09,OPP,770 BAY ST,,,AZ
***14605,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:09,NR,607 QUEEN ST W,,,ON
***17884,2022-11-22,8,STAND VEH.-PROHIBIT TIME/DAY,100,12:09,NR,88 COLBORNE ST,,,ON
***15410,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:10,,55 PIGGOTT MEWS,,,ON
***75024,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:10,,200 COLLEGE ST,,,ON
***54322,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:10,NR,49 RUSKIN AVE,,,ON
***80224,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:10,AT,81 BOND ST,,,ON
***17016,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:10,W/S,AGATE RD,N/O,WILSON AVE,ON
***17885,2022-11-22,8,STAND VEH.-PROHIBIT TIME/DAY,100,12:10,NR,88 COLBORNE ST,,,ON
***32050,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:10,OPP,80 DURANT AVE,,,ON
***49120,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:11,AT,18 HENDON AVENUE,,,ON
***55260,2022-11-22,314,PARK - NOT WITHIN PERIOD,75,12:11,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***06470,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:11,NR,7 GRENVILLE ST,,,ON
***13448,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:11,NR,85 RICHMOND ST W,,,ON
***21832,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:11,OPP,34 GRENVIEW BLVD N,,,ON
***34248,2022-11-22,419,STAND NON-TAXI IN SIGNED STAND,60,12:11,NR,50 YORK ST,,,ON
***25603,2022-11-22,355,PARK IN ACCESSIBLE NO PERMIT,450,12:12,,777 BAY STREET,,,ON
***44871,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:12,AT,18 HENDON AVENUE,,,ON
***65095,2022-11-22,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,12:12,W/S,ONTARIO ST,N/O,KING ST E,ON
***82326,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:12,NR,2867 ELLESMERE RD,,,ON
***54323,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:12,NR,63 RUSKIN AVE,,,ON
***91984,2022-11-22,134,PARK-SIGNED HWY-PUBLIC LANE,40,12:12,E/S,ST LUKE LANE,S/O,BREADALBANE ST,ON
***00965,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:12,AT,81 BOND ST,,,ON
***14733,2022-11-22,134,PARK-SIGNED HWY-PUBLIC LANE,40,12:12,W/O,LANSDOWNE AVE,N/O,QUEEN ST W,ON
***32051,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:12,OPP,64 DURANT AVE,,,ON
***38305,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:12,NR,189 DANFORTH AVE,,,ON
***82327,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:13,NR,2867 ELLESMERE RD,,,ON
***71279,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:13,OPP,2 BERTI ST,,,ON
***31500,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:13,NR,17 WESLEY ST,,,ON
***32052,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:13,OPP,64 DURANT AVE,,,ON
***98743,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:14,,162 ST GEORGE ST,,,ON
***71159,2022-11-22,415,PARK COMMERC LOAD ZONE NOT LDG,40,12:14,NR,88 YORKVILLE AVE,,,ON
***82328,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:14,NR,2867 ELLESMERE RD,,,ON
***91985,2022-11-22,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,12:14,NR,15 BREADALBANE ST,,,ON
***13449,2022-11-22,8,STAND VEH.-PROHIBIT TIME/DAY,100,12:14,NR,111 RICHMOND ST W,,,ON
***31501,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:14,NR,17 WESLEY ST,,,ON
***34249,2022-11-22,61,STOP-ALONGSIDE EXCAV./OBSTR.,60,12:14,NR,21 PIPER ST,,,ON
***44930,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:15,AT,376 CLINTON STREET,,,ON
***55261,2022-11-22,314,PARK - NOT WITHIN PERIOD,75,12:15,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***70522,2022-11-22,192,STAND SIGNED TRANSIT STOP,150,12:15,NR,325 KING ST E,,,ON
***82329,2022-11-22,355,PARK IN ACCESSIBLE NO PERMIT,450,12:15,NR,2867 ELLESMERE RD,,,ON
***06471,2022-11-22,134,PARK-SIGNED HWY-PUBLIC LANE,40,12:15,E/S,ST VINCENT LANE,S/O,GROSVENOR ST,ON
***14606,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:15,NR,709 QUEEN ST W,,,ON
***31502,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:15,NR,11 WESLEY ST,,,ON
***34250,2022-11-22,61,STOP-ALONGSIDE EXCAV./OBSTR.,60,12:15,NR,21 PIPER ST,,,ON
***38306,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:15,NR,175 DANFORTH AVE,,,ON
***55764,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:16,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***88847,2022-11-22,415,PARK COMMERC LOAD ZONE NOT LDG,40,12:16,OPP,99 YORKVILLE AVE,,,ON
***37845,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:16,NR,3336 YONGE ST,,,ON
***54324,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:16,NR,205 PERTH AVE,,,ON
***97218,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:16,NR,15 BREADALBANE ST,,,ON
***14607,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:16,NR,711 QUEEN ST W,,,ON
***17886,2022-11-22,134,PARK-SIGNED HWY-PUBLIC LANE,40,12:16,S/S,COLBORNE ST,W/O,COLBORNE LANE,ON
***31503,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:16,NR,5 WESLEY ST,,,ON
***56652,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:17,,3199 LAKESHORE BLVD W,,,ON
***44872,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:17,AT,18 HENDON AVENUE,,,ON
***07759,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:17,NR,33 HAHN PL,,,ON
***76184,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:17,NR,86 HELENDALE AVE,,,ON
***82330,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:17,NR,2867 ELLESMERE RD,,,ON
***82967,2022-11-22,404,STOP-9 M PEDESTRIAN X BEYOND,60,12:17,NR,100 MC CAUL ST,,,ON
***17887,2022-11-22,134,PARK-SIGNED HWY-PUBLIC LANE,40,12:17,S/S,COLBORNE ST,W/O,COLBORNE LANE,ON
***55765,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:18,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***04314,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:18,NR,311 KING ST E,,,ON
***37846,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:18,NR,3324 YONGE ST,,,ON
***54325,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:18,NR,199 PERTH AVE,,,ON
***79574,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:18,NR,25 GOLFWOOD HTS,,,ON
***97219,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:18,NR,15 BREADALBANE ST,,,ON
***06472,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:18,NR,15 GRENVILLE ST,,,ON
***38307,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:18,NR,132 DANFORTH AVE,,,ON
***44873,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:19,AT,18 HENDON AVENUE,,,ON
***49121,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:19,AT,18 HENDON AVENUE,,,ON
***06473,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:19,NR,15 GRENVILLE ST,,,ON
***17017,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:19,W/S,AGATE RD,S/O,VICTORY DR,ON
***17888,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:19,NR,60 COLBORNE ST,,,ON
***35284,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:20,,470 MELITA CRESCENT,,,ON
***35285,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:20,,470 MELITA CRESCENT,,,ON
***05768,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:20,,4700 KEELE ST,,,ON
***55766,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:20,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***37847,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:20,S/S,FAIRLAWN AVE,W/O,YONGE ST,ON
***54326,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:20,NR,195 PERTH AVE,,,ON
***88656,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:20,AT,5740 YONGE ST,,,ON
***14608,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:20,NR,757 QUEEN ST W,,,ON
***38308,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:20,NR,180 DANFORTH AVE,,,ON
***44543,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:21,AT,670 PAPE AVENUE,,,ON
***55767,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:21,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***96242,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:21,NR,58 AUGUST AVE,,,ON
***07760,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,12:21,NR,14 DOUVILLE CRT,,,ON
***07761,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,12:21,NR,18 DOUVILLE CRT,,,ON
***54327,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:21,NR,195 PERTH AVE,,,ON
***79834,2022-11-22,415,PARK COMMERC LOAD ZONE NOT LDG,40,12:21,R/O,251 QUEENS QUAY W,,,ON
***82968,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:21,NR,100 MC CAUL ST,,,ON
***97220,2022-11-22,423,STOP VEH.RESRVD/DESIG LN TM/DY,150,12:21,NR,915 BAY ST,,,ON
***14609,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:21,NR,761 QUEEN ST W,,,ON
***14734,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:21,S/S,SEAFORTH AVE,E/O,LANSDOWNE AVE,ON
***05769,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:22,,4700 KEELE ST,,,ON
***54687,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:22,AT,10 HARLANDALE AVE.,,,ON
***55419,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:22,AT,433 ROGERS ROAD,,,ON
***55768,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:22,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***08180,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:22,NR,184 FRONT ST E,,,ON
***96243,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:22,NR,55 AUGUST AVE,,,ON
***66616,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:22,NR,150 ELIZABETH ST,,,ON
***80074,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:22,AT,140 CHARLES ST W,,,ON
***34251,2022-11-22,415,PARK COMMERC LOAD ZONE NOT LDG,40,12:22,NR,21 PIPER ST,,,ON
***54688,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:23,AT,10 HARLANDALE AVE.,,,ON
***55420,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:23,AT,433 ROGERS ROAD,,,ON
***54328,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:23,NR,167 PERTH AVE,,,ON
***71280,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:23,NR,158 VICTORIA ST,,,ON
***14486,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:24,,4700 KEELE ST,,,ON
***44874,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:24,AT,18 HENDON AVENUE,,,ON
***07505,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:24,OPP,7 ROCHEFORT DR,,,ON
***07762,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,12:24,NR,23 AITKEN PL,,,ON
***29182,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:24,NR,34 HOPTREE AVE,,,ON
***82969,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:24,NR,61 MC CAUL ST,,,ON
***88919,2022-11-22,77,PARK-(FRNT/60 CM) DRWAY/LANEWY,50,12:24,NR,9 EUCLID AVE,,,ON
***97221,2022-11-22,423,STOP VEH.RESRVD/DESIG LN TM/DY,150,12:24,NR,995 BAY ST,,,ON
***14735,2022-11-22,192,STAND SIGNED TRANSIT STOP,150,12:24,NR,102 LANSDOWNE AVE,,,ON
***17889,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:24,NR,80 FRONT ST E,,,ON
***34252,2022-11-22,415,PARK COMMERC LOAD ZONE NOT LDG,40,12:24,NR,60 YORK ST,,,ON
***38309,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:24,NR,200 DANFORTH AVE,,,ON
***79794,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:25,,85 WELLESLEY ST E,,,ON
***53195,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:25,AT,31 A PARLIAMENT STREET,,,ON
***54689,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:25,AT,10 HARLANDALE AVE.,,,ON
***07506,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:25,OPP,7 ROCHEFORT DR,,,ON
***76185,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,12:25,NR,33 HILLSDALE AVE W,,,ON
***76186,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,12:25,NR,33 HILLSDALE AVE W,,,ON
***72452,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:25,N/S,VERMONT AVE,W/O,BATHURST ST,ON
***88657,2022-11-22,8,STAND VEH.-PROHIBIT TIME/DAY,100,12:25,NR,3 DUPLEX AVE,,,ON
***17890,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:25,OPP,91 FRONT ST E,,,ON
***55769,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:26,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***63801,2022-11-22,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,12:26,NR,53 GLENHOLME AVE,,,ON
***54329,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:26,NR,131 PERTH AVE,,,ON
***67419,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:26,NR,42 MARMOT ST,,,ON
***89057,2022-11-22,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,12:26,OPP,60 GLENDALE AVE,,,ON
***14610,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:26,NR,825 QUEEN ST W,,,ON
***14736,2022-11-22,192,STAND SIGNED TRANSIT STOP,150,12:26,NR,100 LANSDOWNE AVE,,,ON
***32053,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:26,OPP,19 JACKMAN AVE,,,ON
***34253,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:26,NR,100 WELLINGTON ST W,,,ON
***49122,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:27,AT,18 HENDON AVENUE,,,ON
***54690,2022-11-22,314,PARK - NOT WITHIN PERIOD,75,12:27,AT,10 HARLANDALE AVE.,,,ON
***03473,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:27,W/S,SHAWBRIDGE AVE,S/O,MUNSTER AVE,ON
***03474,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:27,W/S,SHAWBRIDGE AVE,S/O,MUNSTER AVE,ON
***67420,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:27,NR,78 MARMOT ST,,,ON
***72453,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:27,N/S,VERMONT AVE,W/O,BATHURST ST,MB
***82970,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:27,OPP,50 MC CAUL ST,,,ON
***97222,2022-11-22,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,12:27,NR,21 ST JOSEPH ST,,,ON
***17891,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:27,NR,87 FRONT ST E,,,ON
***34254,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:27,NR,66 WELLINGTON ST W,,,ON
***35759,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:27,OPP,19 JACKMAN AVE,,,ON
***05770,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:28,,4700 KEELE ST,,,ON
***55770,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:28,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***07507,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:28,OPP,7 ROCHEFORT DR,,,ON
***12680,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:28,NR,43 ASHDALE AVE,,,ON
***72454,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:28,N/S,VERMONT AVE,W/O,BATHURST ST,ON
***72455,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:28,N/S,VERMONT AVE,W/O,BATHURST ST,ON
***00966,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:28,NR,177 MUTUAL ST,,,ON
***06474,2022-11-22,423,STOP VEH.RESRVD/DESIG LN TM/DY,150,12:28,NR,835 BAY ST,,,ON
***14737,2022-11-22,192,STAND SIGNED TRANSIT STOP,150,12:28,NR,94 LANSDOWNE AVE,,,ON
***35760,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:28,OPP,19 JACKMAN AVE,,,ON
***41769,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:29,,4700 KEELE ST,,,ON
***07508,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:29,NR,7 ROCHEFORT DR,,,ON
***07763,2022-11-22,29,PARK PROHIBITED TIME NO PERMIT,30,12:29,OPP,5 PRINCESS ST,,,ON
***37848,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:29,NR,29 LORINDALE AVE,,,ON
***66617,2022-11-22,8,STAND VEH.-PROHIBIT TIME/DAY,100,12:29,E/S,CHESTNUT ST,S/O,EDWARD ST,ON
***03475,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:29,E/S,SHAWBRIDGE AVE,S/O,BERING AVE,ON
***54330,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:29,NR,105 PERTH AVE,,,ON
***31504,2022-11-22,192,STAND SIGNED TRANSIT STOP,150,12:29,OPP,5 MARINE PARADE DR,,,ON
***38310,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:29,NR,310 DANFORTH AVE,,,NB
***35286,2022-11-22,3,PARK ON PRIVATE PROPERTY,30,12:30,,470 MELITA CRESCENT,,,ON
***07509,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:30,NR,7 ROCHEFORT DR,,,ON
***82331,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:30,NR,17 THORNBECK DR,,,ON
***03476,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:30,E/S,SHAWBRIDGE AVE,S/O,BERING AVE,ON
***03477,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:30,E/S,SHAWBRIDGE AVE,S/O,BERING AVE,ON
***67421,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:30,NR,4 MARMOT ST,,,ON
***87403,2022-11-22,367,STND ONSTRT ACCESSIBLE NO PRMT,450,12:30,NR,22 MC CAUL ST,,,ON
***34255,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:30,OPP,56 WELLINGTON ST W,,,ON
***35761,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:30,OPP,26 HURNDALE AVE,,,QC
***55771,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:31,AT,65 COLONEL SAMUEL SMITH PARK DR,,,AB
***07764,2022-11-22,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,12:31,OPP,15 SCADDING AVE,,,ON
***03478,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:31,E/S,SHAWBRIDGE AVE,S/O,BERING AVE,ON
***87404,2022-11-22,192,STAND SIGNED TRANSIT STOP,150,12:31,NR,35 MC CAUL ST,,,ON
***14611,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:31,NR,678 QUEEN ST W,,,ON
***35762,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:31,OPP,26 HURNDALE AVE,,,ON
***49123,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:32,AT,18 HENDON AVENUE,,,ON
***53457,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:32,AT,9 SALEM AVE.,,,ON
***07765,2022-11-22,370,STAND UNAUTH VEH. CAR SHARE,60,12:32,OPP,15 SCADDING AVE,,,ON
***03479,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:32,E/S,SHAWBRIDGE AVE,S/O,BERING AVE,ON
***97223,2022-11-22,423,STOP VEH.RESRVD/DESIG LN TM/DY,150,12:32,NR,1033 BAY ST,,,ON
***22237,2022-11-22,6,PARK-SIGNED HWY-EXC PERMT TIME,40,12:32,NR,33 MOBERLY AVE,,,ON
***31505,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:32,OPP,88 PALACE PIER CRT,,,ON
***44931,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:33,AT,9 SALEM AVE.,,,QC
***53458,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:33,AT,9 SALEM AVE.,,,ON
***55772,2022-11-22,312,PARKING MACH-NOT USED/NO FEE,75,12:33,AT,65 COLONEL SAMUEL SMITH PARK DR,,,ON
***76187,2022-11-22,8,STAND VEH.-PROHIBIT TIME/DAY,100,12:33,NR,15 MANOR RD E,,,ON
***03480,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:33,E/S,SHAWBRIDGE AVE,S/O,BERING AVE,ON
***06475,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:33,NR,555 YONGE ST,,,ON
***17892,2022-11-22,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,12:33,NR,60 MARKET ST,,,ON
***24816,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:33,NR,55 BERKELEY ST,,,ON
***34256,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:33,NR,70 YORK ST,,,ON
***38311,2022-11-22,207,PARK MACHINE-REQD FEE NOT PAID,30,12:33,NR,358 DANFORTH AVE,,,ON
***05480,2022-11-22,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,12:34,NR,14 BLOOR ST E,,,ON
***54800,2022-11-22,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,12:34,NR,14 BLOOR ST. E.,,,ON
***60924,2022-11-22,4,PARK ON MUNICIPAL PROPERTY,30,12:34,,100 PRINCES' BLVD,,,ON
***07766,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:34,OPP,15 SCADDING AVE,,,ON
***03481,2022-11-22,2,PARK - LONGER THAN 3 HOURS,30,12:34,E/S,SHAWBRIDGE AVE,S/O,BERING AVE,ON
***87405,2022-11-22,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,12:34,N/S,RENFREW PL,W/O,MC CAUL ST,ON
